Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Price,Year_gap
1451,3961,2,2,3,1933,733045,93
1452,3885,5,2,1,2013,502436,13
1453,521,1,1,1,1970,994699,56
1454,909,1,2,3,2021,71797,5
1455,1394,2,4,3,2012,948407,14
1456,1014,3,2,2,2017,933601,9
1457,4609,1,2,3,1961,820227,65
1458,2634,5,4,2,1922,640620,104
1459,4095,1,2,3,1945,810943,81
1460,3456,5,4,1,1955,274997,71
1461,2060,4,2,1,1906,506123,120
1462,1766,4,4,3,2017,450404,9
1463,2669,5,2,2,1988,335840,38
1464,4138,3,4,1,1960,52024,66
1465,1249,1,1,2,1902,479201,124
1466,3927,1,4,3,2022,711944,4
1467,2427,4,2,3,1937,403142,89
1468,4304,5,2,1,1983,208116,43
1469,4202,1,3,3,1933,831627,93
1470,2856,1,4,1,2012,317429,14
1471,2835,3,1,2,1943,506331,83
1472,806,2,4,1,2007,843802,19
1473,4165,4,4,1,1929,67903,97
1474,2489,4,1,2,1916,737859,110
1475,1161,2,4,1,1958,934336,68
1476,811,1,1,1,1909,859427,117
1477,3420,3,1,3,1998,417304,28
1478,1582,3,4,2,1983,478416,43
1479,3471,4,4,1,1917,662665,109
1480,1254,3,2,2,1944,251474,82
1481,4630,2,2,2,2007,456782,19
1482,852,1,3,1,1990,874254,36
1483,1402,2,3,3,1958,419556,68
1484,4388,5,4,2,1961,887654,65
1485,658,4,1,1,1958,930520,68
1486,2477,3,3,2,1948,543301,78
1487,1456,5,4,3,1999,402594,27
1488,2571,3,3,3,1962,493884,64
1489,903,1,1,3,1986,683654,40
1490,3279,1,4,1,1931,422222,95
1491,1887,1,1,1,1909,638141,117
1492,3953,3,4,3,1910,235715,116
1493,1455,5,3,1,2001,960226,25
1494,2212,1,2,3,1969,203405,57
1495,1773,5,3,1,2022,459174,4
1496,4311,3,3,3,2004,626730,22
1497,3125,5,2,2,1961,464170,65
1498,2882,3,2,3,1946,280755,80
1499,1941,3,4,3,1933,583963,93
1500,3479,4,4,1,1999,139590,27
1501,2297,3,1,1,2000,420714,26
1502,4890,3,1,1,1916,343805,110
1503,4509,2,3,1,2003,638577,23
1504,1894,1,2,1,2003,67184,23
1505,4781,4,1,1,1953,884395,73
1506,1769,4,3,2,1975,731182,51
1507,4214,4,2,3,1984,505519,42
1508,1029,2,4,3,1939,257537,87
1509,4123,3,3,3,1918,841699,108
1510,3458,1,4,2,1966,233719,60
1511,3414,5,1,3,1981,899246,45
1512,4091,3,1,2,1952,872457,74
1513,2647,2,2,2,2014,171246,12
1514,3869,3,3,2,1963,389749,63
1515,1439,3,4,3,1982,706341,44
1516,1025,2,2,2,1946,879868,80
1517,501,4,1,3,1905,723832,121
1518,874,4,1,3,1915,200408,111
1519,2840,1,3,1,1971,730947,55
1520,4505,1,4,1,2011,913624,15
1521,3552,4,3,2,1917,287439,109
1522,2865,5,4,2,1951,957023,75
1523,2025,3,4,3,1947,396655,79
1524,4976,5,3,2,1942,583953,84
1525,2146,3,2,2,1938,732457,88
1526,513,4,3,3,1948,927709,78
1527,2778,1,3,2,2012,626762,14
1528,3655,1,1,2,1911,777333,115
1529,629,5,1,3,2008,468401,18
1530,4314,1,3,3,1909,125911,117
1531,3716,4,3,1,1970,142643,56
1532,3438,5,1,3,2009,866916,17
1533,4428,3,4,1,1954,309383,72
1534,2540,1,3,2,1900,413309,126
1535,527,2,2,3,1948,226682,78
1536,2613,1,2,3,1935,756167,91
1537,1752,3,2,3,1920,862267,106
1538,4856,5,3,2,1936,800639,90
1539,2546,3,4,1,2015,146453,11
1540,4523,2,4,2,1923,628078,103
1541,4896,4,1,2,1954,782320,72
1542,3874,1,3,3,1924,846075,102
1543,3966,5,4,1,1906,387990,120
1544,3581,4,3,2,2005,462167,21
1545,4278,3,1,3,1980,535320,46
1546,1129,5,1,2,1992,458449,34
1547,769,4,1,2,1993,587488,33
1548,3139,5,2,3,1970,626563,56
1549,2493,2,3,3,1996,519284,30
1550,3391,2,1,1,1970,925433,56
1551,3932,1,3,2,2021,726651,5
1552,1780,1,2,3,1923,354592,103
1553,2860,2,2,3,1910,998084,116
1554,1075,5,1,1,1972,665973,54
1555,1807,2,1,1,1911,464562,115
1556,3692,1,4,3,1934,847051,92
1557,3678,2,3,1,1962,679742,64
1558,3234,2,1,3,1967,576054,59
1559,2712,5,4,2,1999,839981,27
1560,2852,4,3,1,1991,724053,35
1561,4068,1,1,2,1956,505235,70
1562,2155,5,4,2,1912,540674,114
1563,2079,2,4,2,1922,830644,104
1564,2703,2,3,3,1982,944370,44
1565,1890,4,4,2,2005,964105,21
1566,2242,1,3,2,2000,543496,26
1567,2425,1,3,2,1938,884760,88
1568,1119,3,3,3,1987,520917,39
1569,1774,1,2,2,1979,270172,47
1570,1456,4,4,2,1996,75301,30
1571,2439,3,3,1,1911,619051,115
1572,4453,3,1,3,1933,201837,93
1573,2881,2,2,2,1970,881219,56
1574,1468,2,2,1,1974,957107,52
1575,1816,1,4,3,1930,57425,96
1576,1543,3,3,3,1992,325001,34
1577,781,2,4,3,1961,233843,65
1578,3344,4,2,3,1912,405143,114
1579,1558,2,3,3,1930,465660,96
1580,4793,2,1,3,1901,833849,125
1581,3032,3,3,2,2002,615745,24
1582,4328,3,2,2,1914,545496,112
1583,1508,5,1,2,1956,785101,70
1584,1729,4,3,2,1974,443920,52
1585,1535,3,1,1,1933,579740,93
1586,775,1,1,2,2002,161153,24
1587,3240,4,2,3,1967,875294,59
1588,2789,4,1,2,1974,242543,52
1589,1739,3,4,2,1928,529274,98
1590,625,4,2,3,1965,330444,61
1591,4565,3,4,2,1915,977070,111
1592,4812,2,1,2,1938,450717,88
1593,4368,5,4,2,1976,51845,50
1594,1708,2,3,1,1936,169342,90
1595,3749,3,1,2,1980,875613,46
1596,1418,3,3,3,1920,500479,106
1597,4423,2,4,3,1943,811654,83
1598,4903,1,3,2,2023,813292,3
1599,2469,1,1,2,1918,768398,108
1600,3293,1,3,2,1970,298850,56
1601,1391,3,4,3,2001,788650,25
1602,4970,4,4,3,1907,297688,119
1603,2533,3,4,1,1976,608692,50
1604,1864,4,1,1,2000,596852,26
1605,628,2,4,1,1965,672186,61
1606,1514,5,1,3,1940,330371,86
1607,2299,4,3,1,1974,570919,52
1608,2018,1,4,2,1987,145259,39
1609,4681,3,3,2,1969,174451,57
1610,1698,2,2,3,1960,490691,66
1611,4373,1,3,1,1925,67215,101
1612,2974,2,2,2,1970,180577,56
1613,3985,5,3,3,2020,832680,6
1614,4549,3,1,1,2002,121074,24
1615,4219,3,3,2,1982,989203,44
1616,802,5,1,1,1969,682909,57
1617,4452,3,1,3,2006,979958,20
1618,1486,4,4,1,1928,753577,98
1619,2363,2,1,3,2006,156759,20
1620,4940,1,2,1,2002,178471,24
1621,3572,5,4,2,1965,858143,61
1622,3624,4,4,3,1918,458275,108
1623,1827,1,3,3,1967,622686,59
1624,2908,1,1,3,1957,837718,69
1625,4173,5,1,1,1969,215369,57
1626,3791,4,2,1,2012,682592,14
1627,4533,1,3,2,1956,154959,70
1628,1203,1,3,3,1936,289317,90
1629,1074,4,4,3,1960,731845,66
1630,3732,3,4,1,1991,372111,35
1631,3132,1,4,1,1929,934235,97
1632,4328,2,2,2,1970,179745,56
1633,3730,4,2,2,1972,104583,54
1634,988,1,4,1,1924,698365,102
1635,1847,5,3,3,1996,494846,30
1636,4181,2,2,2,1964,161359,62
1637,3673,1,3,1,2014,601374,12
1638,2167,2,3,1,1905,721844,121
1639,2137,2,1,3,1917,773983,109
1640,4614,3,4,1,1909,678420,117
1641,4053,2,1,1,1991,565329,35
1642,1500,3,4,2,1910,109263,116
1643,1350,4,4,1,1996,724035,30
1644,1888,3,3,1,1964,956587,62
1645,4212,5,4,2,1976,110664,50
1646,1867,1,3,3,2000,467896,26
1647,1321,4,3,3,1983,984581,43
1648,954,4,4,2,1964,956906,62
1649,2124,5,3,2,1951,389112,75
1650,3272,3,3,3,1966,970995,60
1651,4226,1,3,3,1981,751486,45
1652,3647,3,2,3,2004,817018,22
1653,4589,2,3,3,1977,446608,49
1654,2690,3,2,3,1930,505473,96
1655,1416,4,2,2,1990,117804,36
1656,4486,1,3,1,1916,874832,110
1657,3375,3,3,3,1954,479767,72
1658,1940,1,2,3,2009,864520,17
1659,4900,1,2,1,1992,261087,34
1660,1235,2,3,1,1935,992969,91
1661,4068,2,3,1,2000,491371,26
1662,3838,4,4,1,1925,137893,101
1663,3515,5,2,1,1952,842401,74
1664,3389,1,2,1,1916,58981,110
1665,1461,5,4,2,1985,464248,41
1666,3489,4,2,1,1924,366235,102
1667,4348,1,1,1,1901,157154,125
1668,1526,1,2,2,2018,336552,8
1669,4365,5,4,1,1985,729601,41
1670,3363,3,1,3,1904,884372,122
1671,3001,2,3,3,1903,526154,123
1672,2447,3,4,1,1935,756465,91
1673,1677,5,4,2,1905,242122,121
1674,511,2,3,3,2015,53657,11
1675,4899,3,4,2,1920,857662,106
1676,3864,2,2,3,1976,986184,50
1677,3522,1,3,1,2017,263766,9
1678,3871,3,4,2,2000,659019,26
1679,3330,2,3,2,2018,223412,8
1680,542,2,3,2,1988,741310,38
1681,1443,2,3,3,1925,713227,101
1682,2890,3,1,3,1954,783902,72
1683,3045,4,4,3,1938,54329,88
1684,2911,3,1,1,1983,348009,43
1685,1504,5,4,3,1932,772300,94
1686,520,3,2,1,1913,569897,113
1687,906,2,2,2,1955,87869,71
1688,1514,1,2,2,1999,247977,27
1689,4931,3,4,1,1980,956617,46
1690,2338,3,3,3,1920,548185,106
1691,3688,2,3,1,1945,133984,81
1692,1214,1,1,2,1915,961604,111
1693,4646,1,1,2,2009,151069,17
1694,4354,5,2,1,1915,298577,111
1695,4919,3,1,3,2019,926143,7
1696,640,1,4,3,1983,378396,43
1697,1463,1,4,1,1928,391530,98
1698,872,4,1,1,1991,168728,35
1699,4135,4,1,3,1907,573846,119
1700,3041,1,1,2,1987,969215,39
1701,4110,5,1,1,1902,75801,124
1702,2192,1,2,3,1988,792647,38
1703,605,2,2,3,1918,809925,108
1704,2181,3,1,2,1996,664997,30
1705,4597,5,4,2,1965,365414,61
1706,4516,2,2,2,1978,514838,48
1707,3136,5,4,2,1985,891967,41
1708,2637,2,3,2,2023,305560,3
1709,3916,3,4,1,1973,818026,53
1710,4945,3,1,3,1981,782119,45
1711,4030,4,3,1,1921,66220,105
1712,1786,2,2,1,1945,325536,81
1713,3679,4,2,1,2012,528803,14
1714,4154,2,3,1,1990,445462,36
1715,2859,4,4,1,1912,332154,114
1716,944,3,2,2,1932,176951,94
1717,535,5,1,2,1904,380502,122
1718,1975,4,3,3,1989,533419,37
1719,4457,2,1,1,1976,198306,50
1720,2298,2,3,3,1926,932622,100
1721,2345,3,2,2,2020,690083,6
1722,1908,2,4,2,1977,492667,49
1723,2208,1,3,2,1923,959222,103
1724,3438,5,3,1,1966,175223,60
1725,1800,4,1,1,2010,572886,16
1726,1743,5,2,2,2014,649493,12
1727,4476,3,1,3,1962,465000,64
1728,3597,4,2,3,2012,997176,14
1729,509,4,1,2,1993,51082,33
1730,2925,1,3,3,1998,454364,28
1731,2160,3,1,2,1947,208566,79
1732,3131,2,4,3,1962,911525,64
1733,1572,1,2,2,1977,364096,49
1734,3725,1,2,3,1911,86719,115
1735,1816,5,3,1,1927,98737,99
1736,4645,5,2,2,1943,502669,83
1737,4183,5,4,2,1992,157271,34
1738,3773,1,1,3,1942,744896,84
1739,645,2,3,2,1916,231676,110
1740,3540,4,4,2,1939,494049,87
1741,1962,5,2,2,1948,981543,78
1742,2084,2,2,1,1984,642127,42
1743,982,3,4,1,1956,884363,70
1744,3679,5,1,3,1986,352069,40
1745,1749,4,1,1,1983,232075,43
1746,1130,3,3,3,1963,492113,63
1747,1161,3,2,1,1974,137745,52
1748,4003,4,4,3,1956,176298,70
1749,3352,5,1,1,2020,667997,6
1750,2966,1,3,1,1997,354431,29
1751,1487,4,2,3,1973,796086,53
1752,2046,4,2,2,1973,476228,53
1753,1149,4,3,2,2006,681540,20
1754,1468,3,3,1,2023,747143,3
1755,3137,2,1,3,1969,421467,57
1756,1600,1,4,2,1999,511531,27
1757,940,5,2,3,1987,789126,39
1758,1269,5,4,2,1975,489707,51
1759,1843,2,2,3,1942,270013,84
1760,4858,4,2,1,2018,501800,8
1761,4229,1,4,3,1922,849235,104
1762,4406,5,3,2,1926,230697,100
1763,2077,5,1,1,1957,693107,69
1764,4508,4,2,3,2020,929793,6
1765,3851,2,3,2,2008,63698,18
1766,2849,1,2,1,1936,65376,90
1767,4102,2,1,3,1905,526870,121
1768,1741,2,2,2,1964,325261,62
1769,1625,1,1,3,1905,286591,121
1770,3101,1,1,3,1949,481172,77
1771,1690,5,2,1,1921,98786,105
1772,4631,5,2,1,2004,687293,22
1773,4948,1,1,2,1987,268850,39
1774,572,3,3,1,1924,378624,102
1775,2414,5,4,2,1978,737055,48
1776,2972,3,1,3,1989,969015,37
1777,3546,1,2,3,1971,889665,55
1778,1207,5,2,2,1950,423166,76
1779,2304,2,3,3,1987,465718,39
1780,4213,1,4,1,1947,493226,79
1781,3064,4,1,3,2001,142529,25
1782,2975,3,1,1,1969,517121,57
1783,4110,1,4,2,2017,815784,9
1784,4755,1,1,2,1998,489705,28
1785,3323,5,4,3,2005,675207,21
1786,2235,5,2,3,1964,919965,62
1787,2085,5,4,1,1959,524381,67
1788,566,4,1,1,1945,999453,81
1789,3561,5,4,3,1935,522803,91
1790,2928,1,3,3,1957,536275,69
1791,4653,5,2,2,1975,772670,51
1792,841,2,2,2,1937,259870,89
1793,3274,5,4,2,1910,643695,116
1794,3317,4,1,3,1911,648097,115
1795,3161,2,3,3,1941,329373,85
1796,1732,1,2,3,2013,994889,13
1797,4374,1,2,2,1938,616464,88
1798,2901,3,1,3,1970,669113,56
1799,1994,2,1,1,1910,970764,116
1800,4711,3,3,3,1935,147555,91
1801,1161,2,4,3,1951,577433,75
1802,4383,2,1,3,1930,147289,96
1803,4119,4,4,3,1932,713162,94
1804,2368,3,3,3,1912,838695,114
1805,2834,4,4,1,1917,470129,109
1806,3874,2,2,1,1940,107788,86
1807,1516,1,4,3,1957,713515,69
1808,4906,2,3,2,1955,706282,71
1809,707,4,3,3,1923,777591,103
1810,3165,3,3,3,1972,201744,54
1811,2993,3,4,3,1930,219598,96
1812,1132,4,2,2,1954,881776,72
1813,2602,3,1,2,2004,959251,22
1814,3459,5,2,2,1909,462230,117
1815,3583,1,4,1,1959,647640,67
1816,2431,1,4,2,1901,534495,125
1817,4219,1,1,1,2001,352468,25
1818,3062,3,4,1,1914,557745,112
1819,2179,3,3,2,1902,930507,124
1820,736,2,3,2,1942,276710,84
1821,4943,2,3,2,1930,744058,96
1822,2040,1,3,1,1969,913601,57
1823,4443,5,3,3,1966,859816,60
1824,863,2,4,2,1955,577800,71
1825,2868,2,1,2,1962,973570,64
1826,785,3,1,2,1974,736860,52
1827,648,5,3,1,1914,173775,112
1828,4537,1,4,1,2008,128743,18
1829,2266,2,2,3,2015,397786,11
1830,1512,5,2,2,1991,441731,35
1831,3331,5,4,1,1909,654146,117
1832,3007,1,3,3,1937,629088,89
1833,2023,5,1,2,1946,506356,80
1834,3285,5,4,1,1956,674652,70
1835,3056,5,2,2,1949,555533,77
1836,4225,2,2,2,2013,314531,13
1837,2101,1,2,1,1970,237232,56
1838,2908,5,3,1,1914,778927,112
1839,840,5,2,1,1917,182871,109
1840,3317,2,4,2,1981,169095,45
1841,2996,1,4,2,2015,609836,11
1842,2225,3,2,3,2004,140450,22
1843,2189,2,4,2,1987,679957,39
1844,3767,1,2,1,1901,916603,125
1845,4906,5,2,2,2003,483595,23
1846,761,1,1,3,1983,357558,43
1847,1942,1,3,3,1997,647359,29
1848,905,1,3,1,1942,687096,84
1849,2690,3,1,1,1925,550884,101
1850,4937,1,1,3,1970,128591,56
1851,743,3,3,3,1937,798501,89
1852,4607,5,2,3,1993,316441,33
1853,1060,3,2,1,1941,683801,85
1854,4637,5,3,3,1904,965100,122
1855,3225,5,2,3,1910,922911,116
1856,1093,3,1,1,1964,148752,62
1857,2326,2,2,2,1933,186080,93
1858,3729,4,2,2,2019,267885,7
1859,3787,1,4,3,1900,427625,126
1860,4573,4,4,2,1982,197892,44
1861,633,1,4,2,1901,514764,125
1862,3638,1,2,2,1984,203325,42
1863,4419,5,3,2,1919,472418,107
1864,572,1,1,3,1960,996740,66
1865,4994,1,2,2,1986,641444,40
1866,4725,3,3,2,1920,817248,106
1867,3478,4,2,1,1987,110263,39
1868,4861,3,1,3,1967,955428,59
1869,2485,1,2,1,1911,673540,115
1870,1292,5,1,1,1921,168632,105
1871,4759,3,2,3,1919,911287,107
1872,594,3,1,2,1981,66575,45
1873,1633,2,2,1,1900,324348,126
1874,737,1,1,3,1929,61952,97
1875,3446,5,4,2,1996,569826,30
1876,3030,3,2,3,1923,133323,103
1877,2460,3,2,1,1913,756502,113
1878,1548,5,3,2,1935,214944,91
1879,3029,1,3,2,1968,734736,58
1880,3464,2,1,3,1974,771444,52
1881,1463,3,2,2,1923,192712,103
1882,1036,2,1,1,1959,338581,67
1883,4723,4,4,1,1994,177129,32
1884,4179,1,3,1,1954,924113,72
1885,4687,4,1,3,1976,828810,50
1886,4224,4,1,2,1979,582191,47
1887,1042,4,3,2,1923,264776,103
1888,1345,1,2,2,1976,601151,50
1889,4103,1,1,1,1923,355525,103
1890,3536,5,3,2,1953,864980,73
1891,2994,2,2,1,1925,493172,101
1892,4985,2,4,2,1965,585755,61
1893,3219,5,3,1,1979,370098,47
1894,2384,5,1,2,1937,336045,89
1895,4638,4,4,3,2009,859733,17
1896,4849,5,2,3,1964,961118,62
1897,3701,3,2,1,2012,807902,14
1898,3210,2,3,1,1974,921612,52
1899,2453,5,3,2,1950,644191,76
1900,4350,3,3,2,1934,416099,92
1901,1189,3,2,3,1942,983708,84
1902,2450,3,4,2,1928,594043,98
1903,956,3,2,1,1936,371961,90
1904,2630,4,1,1,1980,838525,46
1905,4476,3,2,1,1957,306094,69
1906,4744,4,1,1,1953,512753,73
1907,1679,4,4,1,1938,932751,88
1908,4785,3,3,3,1941,335084,85
1909,4065,2,3,3,1927,749400,99
1910,1382,3,2,1,1928,703002,98
1911,899,3,3,2,1942,141544,84
1912,1108,3,4,1,1902,658725,124
1913,2138,2,3,3,2015,405113,11
1914,2648,1,2,1,1909,157001,117
1915,1882,1,4,3,1958,137725,68
1916,1903,4,1,3,2005,427928,21
1917,1319,4,2,1,1913,160675,113
1918,3792,2,1,1,1975,144266,51
1919,1319,5,4,2,1946,321380,80
1920,919,1,2,3,1941,909029,85
1921,4719,4,2,2,1993,265196,33
1922,3802,1,4,1,1931,184974,95
1923,2008,2,3,3,1931,673944,95
1924,1267,2,2,2,1941,346508,85
1925,2544,5,2,2,1931,681359,95
1926,2639,5,1,2,1925,406554,101
1927,3529,2,3,1,2014,201168,12
1928,2049,4,1,1,1900,193092,126
1929,2264,1,1,1,1955,632761,71
1930,3145,3,3,3,2021,291472,5
1931,4216,5,3,1,2005,356297,21
1932,4981,3,4,3,1901,222349,125
1933,2793,4,3,2,1980,350646,46
1934,3208,5,2,2,1929,65675,97
1935,1400,3,3,1,2019,991869,7
1936,3584,4,4,2,2002,168384,24
1937,2509,1,4,1,1970,128229,56
1938,741,4,4,3,1951,663337,75
1939,2885,5,3,2,1990,757508,36
1940,4768,2,3,1,1908,401301,118
1941,1171,1,1,2,1921,270319,105
1942,663,3,1,2,1933,679999,93
1943,964,5,2,1,2009,684378,17
1944,3542,2,1,2,1948,929753,78
1945,2942,4,2,2,1900,776262,126
1946,2855,2,4,2,1972,862897,54
1947,4778,5,1,2,1983,868718,43
1948,3057,5,3,3,1952,104795,74
1949,1045,2,1,2,1982,420283,44
1950,4335,4,2,2,1999,784543,27
1951,1093,2,1,1,2023,153845,3
1952,4304,5,4,3,1939,362130,87
1953,1959,5,3,1,1944,387540,82
1954,3993,3,2,1,1967,891610,59
1955,3101,3,3,1,1908,847177,118
1956,2944,1,3,3,2004,828520,22
1957,3172,5,2,1,1921,303730,105
1958,4700,3,3,1,1917,253426,109
1959,516,2,3,1,1975,916069,51
1960,3691,4,1,2,2005,972532,21
1961,892,2,3,1,1942,279333,84
1962,924,4,3,3,1938,622854,88
1963,1071,3,3,3,1972,880154,54
1964,4131,1,3,2,1905,923055,121
1965,1620,2,2,3,1982,423218,44
1966,741,2,4,3,1947,649262,79
1967,4397,2,1,2,2010,526908,16
1968,4595,4,3,1,1906,396228,120
1969,2779,3,3,2,1979,220951,47
1970,1288,2,2,1,1968,467983,58
1971,1214,2,4,1,1915,298595,111
1972,3349,1,3,3,1900,953785,126
1973,1275,1,2,2,2014,678705,12
1974,4526,3,1,3,1936,904531,90
1975,2747,3,1,3,2002,229729,24
1976,578,5,3,1,1982,189570,44
1977,4426,1,3,3,2017,254739,9
1978,1355,5,4,2,1936,337251,90
1979,2648,4,4,3,1980,734153,46
1980,1531,5,3,3,1963,970200,63
1981,3771,2,2,1,1989,890271,37
1982,4076,5,4,2,1985,663529,41
1983,4682,3,3,3,1961,597685,65
1984,3956,4,4,1,1971,581992,55
1985,4006,2,3,3,1960,852874,66
1986,907,5,1,2,1932,769148,94
1987,3211,4,3,3,1965,179576,61
1988,3588,4,1,3,1929,59765,97
1989,2168,2,4,1,2010,427972,16
1990,647,5,3,3,1919,60002,107
1991,4827,4,4,1,1959,834141,67
1992,4397,4,1,2,1981,847822,45
1993,2450,1,3,3,2006,225508,20
1994,865,4,4,2,2020,308446,6
1995,2174,1,1,2,1973,527698,53
1996,4994,5,4,3,1923,295620,103
1997,3046,5,2,1,2019,580929,7
1998,1062,5,1,2,1903,476925,123
1999,4062,3,1,2,1936,161119,90
2000,2989,5,1,3,1903,482525,123
